,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,cluster_9,cluster_14,hot_or_not
3Uemu9kuQFZXKkDUtase9V,0.699,0.727,4,-5.559,0,0.0326,0.415,3.5e-05,0.541,0.614,124.032,212340,2,6,13,N
5d4E1hgkLyb7sXr5J3InnM,0.497,0.296,9,-10.756,1,0.0302,0.431,0.0,0.106,0.171,62.204,220267,1,0,4,N
0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4,8,12,N
6NnqP2DazV1Q1mqmV1JNYC,0.537,0.637,1,-6.727,1,0.435,0.52,0.0,0.0638,0.682,81.103,147424,4,8,10,N
4ApOl3vONEFDe1KcqAF8mW,0.55,0.351,1,-9.895,1,0.0294,0.571,0.000524,0.106,0.259,119.823,297240,1,0,4,N
50ZC4PM7hywH27RcCfViau,0.824,0.631,0,-2.791,1,0.0809,0.237,0.000116,0.0531,0.678,171.965,197721,5,4,1,N
1meosvrJFk4xXo1HwUIasC,0.897,0.513,10,-6.973,0,0.309,0.571,0.0,0.101,0.692,139.935,137744,4,8,10,N
0gzVVWrYrWkJJyZKE4K3pK,0.347,0.824,6,-6.313,0,0.102,0.00139,1.38e-06,0.353,0.348,106.257,232378,2,5,12,N
5xIODxqlpUnRVA9ewZUCug,0.645,0.774,6,-4.839,0,0.344,0.236,0.0,0.128,0.635,86.692,182522,4,8,10,N
4PB06iJz5ccx6FlttS8tvP,0.807,0.503,0,-11.628,1,0.146,0.556,0.000911,0.0789,0.831,92.009,171003,5,4,0,N
3OtMnyUaiipcAT23A8liyi,0.838,0.705,5,-5.201,0,0.0449,0.0184,1.82e-05,0.102,0.583,119.953,242520,3,2,2,N
4qqv4MhG625YUHNmPKxebu,0.515,0.892,9,-6.119,0,0.322,0.0202,0.0,0.118,0.53,90.673,152720,4,8,10,N
2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,192800,5,1,1,N
2mM3gZ0BbPwPPMelbA8vgt,0.824,0.837,5,-4.603,1,0.107,0.573,1.66e-05,0.271,0.58,100.021,289933,5,1,1,N
7zxRMhXxJMQCeDDg0rKAVo,0.744,0.715,0,-6.103,1,0.351,0.101,0.0,0.0919,0.34,154.962,179773,4,8,10,N
6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,3,2,2,N
4S8d14HvHb70ImctNgVzQQ,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,127947,4,8,10,N
2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,2,6,13,N
6X6kCTsrpTZFDDfrlH2wLV,0.631,0.805,5,-3.271,1,0.0768,0.14,0.0,0.0501,0.894,165.802,183493,0,1,5,N
0pQ67Kp2kED4ISy1ieGPEq,0.659,0.554,2,-11.095,1,0.0458,0.858,0.428,0.0821,0.287,163.957,237193,1,0,4,N
5AkV53fo1u01mi8r22JNeF,0.372,0.322,7,-9.831,1,0.0398,0.851,1.02e-06,0.108,0.152,85.064,219600,1,0,4,N
1kNUlYIquh3WpllRoTCRJR,0.828,0.765,10,-6.553,0,0.0615,0.341,0.0,0.102,0.913,130.035,214500,3,2,3,N
0Nm46fZeE8BCQeYI7MPz3N,0.842,0.783,0,-5.301,1,0.204,0.0408,1.11e-06,0.109,0.629,126.848,232422,5,4,1,N
1N4ixxhbBH1ClnPdTTsRzz,0.274,0.73,0,-3.4,1,0.0332,0.431,1.92e-05,0.325,0.519,178.655,169947,0,5,5,N
5t8M1Ktl6TkrAAKVmYlc3E,0.597,0.856,11,-4.669,1,0.0421,0.00715,7.61e-06,0.0982,0.719,98.023,187093,0,1,9,N
6NPjHwhEG7eQUQBoPFBrnz,0.882,0.695,0,-2.866,1,0.0535,0.129,0.00109,0.0906,0.97,127.988,221387,5,4,1,N
2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,5,4,5,N
1BqnZOkYJbvYLOhN0qPJDm,0.746,0.76,2,-6.009,0,0.105,0.0342,2.18e-05,0.31,0.902,128.976,276080,3,2,2,N
27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,2,5,12,N
02G9n2WgsNd2j7CqTmcDR2,0.85,0.528,10,-8.646,0,0.267,0.505,0.0,0.204,0.801,143.066,204818,4,8,10,N
0JcNysfWVWaMS7R6vzGB2k,0.742,0.859,10,-4.942,1,0.0482,0.0824,0.0,0.359,0.652,95.046,194742,0,1,9,N
3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,129173,1,0,0,N
7pnQ23WgZca9jEfMts9qsR,0.716,0.513,5,-10.159,0,0.223,0.085,0.0,0.12,0.8,141.894,158118,4,8,10,N
1SiEekQfLe9Jmr72U8OZRR,0.506,0.413,3,-11.94,1,0.0891,0.606,0.0,0.131,0.379,159.883,270500,1,0,4,N
46lON8zSSaelA2Xl44HxRL,0.396,0.412,7,-11.564,1,0.0333,0.0878,3.02e-05,0.124,0.112,136.814,282442,1,5,4,N
57Oi4yqY27uJzCyqFWIP5q,0.91,0.617,0,-10.234,1,0.0847,0.258,0.0,0.122,0.572,104.972,166857,5,4,1,N
7JZP7kQsuFFWOrtAI7uNiW,0.582,0.915,4,-6.217,0,0.0418,0.149,0.0138,0.207,0.485,101.061,290787,3,5,8,N
0z5ksY8g3oLKK9fWwSiHfA,0.355,0.469,0,-8.063,1,0.0328,0.175,1.99e-06,0.124,0.133,153.927,228440,1,5,7,N
0xHedqbBe4sjcoik6FBIMr,0.607,0.572,1,-8.138,1,0.0274,0.604,3.53e-06,0.0915,0.744,113.928,304947,1,4,8,N
14uWxelOuAUajP8fDvc0Ct,0.554,0.638,9,-6.449,1,0.0493,0.583,0.0,0.079,0.807,167.937,220438,0,1,5,N
2M4kQD87lKnAS9vFlb4Bez,0.565,0.889,1,-2.976,1,0.0498,0.582,0.0,0.427,0.473,121.778,183695,2,6,13,N
4WJj8NsyCm3YAADCOe0hrf,0.744,0.866,11,-5.178,1,0.174,0.052,2.2e-05,0.0574,0.791,104.042,207550,0,1,9,N
7LpMG3AEaIJgs62HQhAa91,0.548,0.735,11,-7.572,1,0.236,0.173,0.0,0.195,0.498,101.252,162587,0,1,9,N
4Ry9AxD63dk4f6GT4nvdPT,0.77,0.797,10,-4.985,0,0.0692,0.0657,3.99e-06,0.0858,0.393,100.004,172827,3,2,3,N
365womtjUopRTVrtA1hJ8G,0.14,0.0202,4,-32.856,1,0.0445,0.973,0.949,0.171,0.038,69.29,208073,7,3,6,N
2RNsweBBb1a6tAHXQtt2xH,0.809,0.547,9,-7.305,1,0.0614,0.452,0.0,0.054,0.718,94.992,198973,0,1,0,N
2MvxhedNhxhj32eVQJnmII,0.916,0.445,7,-7.143,1,0.571,0.0179,1.84e-06,0.381,0.0519,140.124,128496,4,8,10,N
1XDBrOUa5swy7lhO06mggm,0.715,0.615,5,-5.475,0,0.0686,0.41,0.0,0.126,0.52,140.977,227291,3,2,12,N
36xBFaVGjqm7le8CTHytUj,0.589,0.797,9,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,291813,2,5,8,N
3ZYrI2prWaAm1RbpCqZzlO,0.758,0.908,2,-1.497,0,0.0352,0.257,0.0,0.0759,0.88,124.982,230400,3,2,2,N
4vCAzANUWDE24URV6wQ4ra,0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,5,7,N
58GxgFEG5uHc9oMhofuuIP,0.663,0.673,8,-7.031,1,0.119,0.0601,1.36e-05,0.191,0.759,164.817,161001,0,1,5,N
2zwphuitAdQgANia32gQnh,0.433,0.605,1,-7.487,1,0.0566,0.134,0.0,0.629,0.0661,131.697,178469,2,6,13,N
31aF4GXwVcAzN5KO7gWgF9,0.863,0.876,1,-3.815,1,0.0977,0.0279,2.79e-05,0.0739,0.585,125.962,194037,5,4,1,N
7GrffUxvaKz4wKmyutin0P,0.475,0.717,0,-6.712,1,0.102,0.194,0.0,0.101,0.646,83.869,199720,5,4,7,N
5EzitieoPnjyKHAq0gfRMa,0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,190423,5,4,1,N
0BcI1eOlSNoXEQCPlkFIG3,0.687,0.506,7,-4.507,1,0.0343,0.000764,0.712,0.118,0.416,94.999,66632,6,7,11,N
1Pmp486RrLRkaEkE3HFHXP,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,0,1,5,N
7aEtlGHoiPAfRB084NiDmx,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,5,4,7,N
31qCy5ZaophVA81wtlwLc4,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,5,4,7,N
25MuzemzYte78t3ZIzM2jk,0.655,0.727,9,-6.014,0,0.0666,0.0226,2.13e-05,0.137,0.372,100.21,164192,3,2,12,N
2pP42qX8vKgqHjPYOHlhKf,0.717,0.6,4,-4.823,0,0.0334,0.198,0.0,0.498,0.469,109.994,190364,2,6,13,N
1Dp7ASSZVVOPJ85VdLpjOX,0.477,0.873,1,-4.946,1,0.0355,0.00471,0.00589,0.0813,0.611,161.948,302360,0,5,5,N
3ltF2v0eDtJkjVlprwD9bs,0.688,0.816,10,-7.43,0,0.0642,0.604,1.43e-06,0.285,0.89,100.009,224654,3,2,3,N
079Ey5uxL04AKPQgVQwx5h,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088,5,1,1,N
4Sd5tbNP4q8wS64abqwfkN,0.481,0.632,11,-7.117,1,0.0333,0.385,0.0817,0.116,0.156,103.323,670667,1,5,8,N
5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,4,4,10,N
7qADAhkEs9vv3ll4hP8ybC,0.794,0.567,6,-6.487,0,0.035,0.399,3.77e-06,0.0919,0.299,105.98,220896,3,2,12,N
3zyqphgXvgHe436IMKeey3,0.506,0.712,4,-5.495,1,0.0334,0.0216,0.0,0.304,0.416,120.07,220316,0,5,7,N
2EzRdhuoPyNJDlep7lnNf2,0.802,0.744,6,-5.968,1,0.078,0.0807,0.0,0.0917,0.45,99.983,215083,5,1,9,N
7fkxcbBBsV7keJPnNfNf2L,0.573,0.17,11,-10.576,1,0.0555,0.834,3.08e-06,0.108,0.28,146.749,187813,1,0,4,N
2KOlQ5BfzhNe79KtGHDJ8S,0.802,0.713,9,-5.466,0,0.0414,0.108,0.0,0.0613,0.481,135.937,224693,3,2,3,N
2nIF3nXAKPmbeONeQVEVWg,0.498,0.85,5,-4.283,0,0.0547,0.00691,0.0,0.125,0.478,149.989,215066,3,5,12,N
08lLbAwHUCRl5wFJm8MxWR,0.609,0.882,4,-4.234,1,0.221,0.169,0.000177,0.102,0.282,126.024,197939,0,4,7,N
2W4yABdLc4Jnds67Poi5Nl,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,223258,5,1,1,N
59sD9VrnVLXSCC2iK0a8PN,0.802,0.698,8,-5.146,1,0.121,0.026,2.58e-05,0.847,0.671,99.995,162200,2,6,13,N
3lCbsHaN1wCxyDzcNN2x4N,0.721,0.612,1,-6.899,0,0.0563,0.186,0.0,0.156,0.86,85.081,182199,3,2,2,N
06kS8ptfxLdJFKZYrs5Kve,0.588,0.595,0,-10.531,1,0.273,0.265,0.0,0.616,0.903,87.024,253067,2,6,13,N
5jmuiCbNU1SEvFKqMadOZR,0.539,0.423,2,-7.646,0,0.0277,0.684,0.0,0.323,0.408,95.834,190653,1,0,0,N
00PesUdTmC3Y5xtZbZND0p,0.451,0.291,10,-11.764,0,0.036,0.812,0.0,0.0983,0.158,81.326,177947,1,0,4,N
0KpRklQy5rorqtOWeip9E0,0.659,0.569,4,-6.247,0,0.0363,0.506,0.0,0.111,0.509,133.913,223513,3,2,12,N
1KWRf0ZISGMBgwMMCUYVDr,0.802,0.771,10,-6.179,0,0.246,0.0764,3.28e-06,0.0992,0.634,171.113,148421,4,8,3,N
6pYbhX5gYix4ESpbSUArnA,0.585,0.948,9,-5.062,0,0.0869,0.0143,3.36e-05,0.331,0.42,172.365,194560,3,2,5,N
30VHURM5NOfoZmqp2iKawS,0.689,0.614,4,-6.137,0,0.0306,0.252,1.95e-05,0.178,0.411,141.97,219053,3,2,12,N
3O2ZUI92qagyl7bHjd3WqG,0.582,0.691,7,-8.274,0,0.0793,0.124,0.0,0.101,0.283,119.997,237213,3,5,12,N
7uj8AUQSUg8ZAzabYLwt8f,0.768,0.519,0,-9.313,0,0.202,0.451,0.00303,0.102,0.515,171.899,158550,4,8,10,N
0lJE8f0lx8mUSfMyxeYpiC,0.523,0.691,1,-3.802,1,0.0833,0.133,0.0,0.327,0.677,94.148,160213,5,4,7,N
6ylDpki1VpIsc525KC1ojF,0.746,0.844,11,-3.499,0,0.0359,0.062,0.0,0.149,0.934,123.014,189333,3,2,3,N
26Qhn2T88XqVinXQpmSarj,0.552,0.675,11,-3.824,1,0.297,0.311,0.0,0.119,0.586,183.785,198320,0,8,5,N
4TOmcZvw0gHa7GiXRbcYAW,0.795,0.542,6,-8.106,0,0.193,0.0903,0.0,0.117,0.55,167.823,232653,4,8,10,N
40XC3Fre6dJ2JzmYKsKhUU,0.825,0.748,9,-4.449,0,0.0436,0.0292,9.14e-05,0.125,0.664,135.059,173570,3,2,3,N
5A3fPy30SN2wuzrahpcxvV,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,3,5,12,N
0e7rIlMjTs8DsDxrWb5cGo,0.792,0.575,11,-10.858,0,0.235,0.451,1.08e-06,0.104,0.462,126.059,165714,4,8,10,N
1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,3,2,2,N
2glgc4wgZr56NIJnHyHnAH,0.578,0.74,6,-6.409,1,0.0346,0.384,0.0,0.0991,0.247,128.026,245907,0,5,7,N
1RpCXjlxFGS6LfPOvqSJ7M,0.679,0.62,0,-10.943,1,0.0469,0.549,0.0189,0.0774,0.619,179.505,301573,1,4,8,N
4IlqQhaxrGPxmg35YcXXuS,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,256000,3,5,12,N
4SbgqYgp77oQ2y7rJSjEMp,0.675,0.825,2,-4.028,1,0.0647,0.202,0.0,0.0789,0.765,172.029,183900,5,4,5,N
0alSPoUfrGb0RdVVG4Lf3n,0.646,0.573,7,-5.716,0,0.041,0.00949,3.98e-05,0.0932,0.109,134.979,235227,3,5,12,N
442j8VxaB60dWf9cBFuX5w,0.324,0.327,2,-7.494,1,0.0409,0.825,0.0,0.101,0.334,81.328,327773,1,0,4,N
5YYW3yRktprLRr47WK219Y,0.585,0.611,6,-4.132,1,0.288,0.39,0.0,0.649,0.962,97.041,218107,2,6,13,N
43cKEIvz1x4gdNvR0bTAoM,0.673,0.664,8,-6.888,0,0.34,0.0517,0.0,0.101,0.467,160.075,200142,4,8,10,N
4YaKlkNVJNbrIqN82EKFsQ,0.538,0.297,10,-9.002,1,0.0266,0.901,0.000818,0.101,0.365,74.027,187000,1,0,0,N
7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,0,1,9,N
2Yr2BzqNDpIh0YQcnFqM09,0.678,0.672,0,-5.688,1,0.0302,0.00959,0.0,0.0868,0.625,136.933,155993,5,4,7,N
2g4BboHDcMdidy1pdyI2bc,0.274,0.22,0,-11.103,1,0.0398,0.85,0.63,0.154,0.177,120.951,137196,6,3,4,N
6HZILIRieu8S0iqY8kIKhj,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,4,8,10,N
4s45VgkknMFkdiGoUcjxQU,0.794,0.855,2,-1.959,1,0.0466,0.0362,0.0,0.142,0.639,91.963,239133,5,4,1,N
70uX4beGHc1nQikXveOknp,0.823,0.772,0,-4.935,1,0.0591,0.243,0.0,0.118,0.582,96.001,230728,5,4,1,N
2wf5rkl0KdC5v2QhOmTCMa,0.621,0.467,11,-5.467,1,0.0294,0.76,0.0,0.502,0.373,103.015,206983,2,6,13,N
3FFYH9A5rLqohxQhNW4Qka,0.939,0.687,10,-5.215,1,0.126,0.058,0.0,0.101,0.936,120.022,78426,5,1,1,N
0FmZURyRtan712fkO8JNr6,0.771,0.816,2,-7.104,1,0.0581,0.0114,0.000963,0.339,0.438,104.958,177320,5,4,7,N
4rwqrKdwlFWJ6LvPYaOtgn,0.44,0.413,0,-7.365,0,0.0407,0.105,3.4e-05,0.0997,0.141,86.911,258188,1,5,12,N
68Rnp6Cev6ESnEwlpQI2Ll,0.49,0.606,7,-6.604,0,0.0424,0.169,0.00106,0.0704,0.119,126.553,236170,3,5,12,N
0kYMwaQWABTkFff8AZjmYI,0.326,0.866,9,-4.541,0,0.101,0.0044,7.37e-06,0.0912,0.172,178.181,215040,0,5,5,N
7hydwXc3IVJIItIif6ZuLH,0.335,0.763,9,-3.853,1,0.0562,0.0307,0.000106,0.0758,0.403,199.225,198040,0,5,5,N
7BoobGhD4x5K96Me0hqC8Q,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,122773,5,4,1,N
4Dl8bEzhAEGbcwkQawS1XG,0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93,199994,4,8,12,N
4CMrdHWqic0usIZfTrKoI3,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,186587,4,8,0,N
2EmcTFQ1rM11wp2ztsXTHa,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,198261,3,2,2,N
72wqLtMtkrB0qUw6jSqM0Z,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,3,2,3,N
3GtCbeEyGkKvYOIw23HP2G,0.749,0.924,10,-4.347,0,0.0511,0.111,0.0,0.165,0.781,93.043,211833,3,2,3,N
4PXdOchDL7aUZghQobIlhX,0.705,0.746,1,-5.03,1,0.0416,0.538,2.01e-05,0.194,0.539,99.993,219000,5,4,7,N
3RD0PGolM0mETGHaprwgMn,0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,233930,1,0,0,N
4k0EaTAVqgi9jYFjPgA3C0,0.719,0.633,4,-4.676,0,0.171,0.0514,0.0,0.273,0.433,127.88,241875,3,2,12,N
5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,1,0,4,N
0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,5,4,7,N
6vlcUYmLeX2nlpghDDY7zf,0.72,0.127,9,-22.376,1,0.0862,0.989,0.882,0.117,0.315,102.005,124382,7,3,6,N
2YTco398182eSCcjCsq6JR,0.728,0.525,7,-10.161,1,0.0859,0.332,0.0,0.14,0.322,94.988,244421,1,0,9,N
4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,1,0,4,N
3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,2,5,12,N
5cTitJ7nqx8eeJCNIgdHjp,0.724,0.675,5,-8.475,0,0.231,0.223,0.0,0.0681,0.415,144.134,197500,4,8,10,N
5Q2P43CJra0uRAogjHyJDK,0.583,0.572,1,-4.776,1,0.0366,0.738,0.0,0.266,0.684,113.998,173560,5,4,0,N
6rhPfrew3JeBBVL4iVMOAt,0.939,0.526,6,-7.323,0,0.281,0.542,1.18e-06,0.102,0.456,102.012,216472,4,8,10,N
6kQYMqjobmB8MkWwa9OUyA,0.629,0.703,2,-4.875,1,0.0504,0.519,0.0,0.11,0.402,144.016,290973,0,5,7,N
0mIxWuO191JIrWgcGZh5uw,0.529,0.559,9,-9.275,1,0.0363,0.00325,0.612,0.0907,0.337,140.081,212696,6,7,11,N
3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,0,1,9,N
22oEJW6r2rMb9z4IntfyEa,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,0,1,9,N
2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,1,0,4,N
1A171GTIx6W4YidGHOhlOx,0.286,0.0554,4,-25.29,1,0.0392,0.984,0.848,0.101,0.0741,111.022,234231,7,3,6,N
57JVGBtBLCfHw2muk5416J,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,3,2,3,N
0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,5,4,1,N
4GCIYE1x1TWJCChPkpy9by,0.688,0.569,10,-7.007,0,0.0375,0.392,0.000175,0.12,0.359,109.041,252373,3,2,12,N
1lTfD2M6UpJRWi3YLb8qb5,0.463,0.514,5,-5.031,0,0.0301,0.141,0.0,0.37,0.41,149.951,353800,2,5,8,N
6b0iQwJFAjQz8bwJbUIUQb,0.635,0.66,9,-4.558,1,0.0711,0.0825,0.0,0.0779,0.66,136.017,250440,0,1,9,N
76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,219147,3,2,2,N
7l2tmgUhV7Y2aJHjiszifg,0.661,0.819,11,-6.269,0,0.0519,0.167,0.0,0.0647,0.724,135.937,277592,3,2,3,N
63quSq4p0NagZdZI3ttb4f,0.71,0.548,0,-7.841,1,0.0451,0.482,0.0,0.0591,0.658,95.0,230925,5,4,7,N
2ECIwi1a7mfokdDkkJ08Ne,0.795,0.751,8,-3.661,1,0.0675,0.337,0.0,0.0983,0.537,113.033,346460,0,1,8,N
4EUWRoZnVaq9hHt0gie8HM,0.709,0.924,6,-4.119,0,0.0667,0.0812,7.88e-05,0.346,0.579,96.037,258693,3,2,3,N
58sSa4CQ4T4GwyV97T2tcR,0.453,0.622,11,-7.947,1,0.0449,0.193,0.000232,0.161,0.268,83.147,219192,0,5,9,N
3RRmCLgJ7g0vhTMrpLCGNM,0.744,0.714,11,-4.536,1,0.0398,0.122,0.0,0.0875,0.507,108.077,206921,0,1,9,N
79ZBFLG5PjS6mkGWvacIjn,0.886,0.611,11,-9.169,1,0.185,0.0157,0.0,0.0812,0.188,119.992,212167,0,1,9,N
5cU1O9P0EDA0rPkPDykhIm,0.502,0.565,9,-7.779,1,0.0358,0.696,5.55e-05,0.156,0.253,139.926,321040,1,0,4,N
7to68V64Cu6zk0UDo5tyw3,0.59,0.562,11,-9.607,0,0.0505,0.0637,0.0,0.105,0.561,140.835,253077,3,5,12,N
0c0V2jXzEvEPRKKNdPHVk6,0.875,0.311,11,-17.616,0,0.443,0.273,0.0,0.081,0.578,139.969,138136,4,8,10,N
0pDaqgIForVNO4jrtTxcWT,0.814,0.653,3,-0.02,0,0.0359,0.189,0.0,0.0876,0.706,130.099,228923,3,2,2,N
1oYYd2gnWZYrt89EBXdFiO,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,3,2,2,N
1QL7nSDZCwZMnbisV4KOXt,0.39,0.83,11,-5.201,0,0.0563,0.0021,0.0,0.156,0.191,90.021,168030,3,5,12,N
6oDHAjaJJjwwgoAuMIeY9K,0.668,0.965,7,-2.293,1,0.091,0.0579,0.000867,0.0566,0.722,128.012,190346,0,1,9,N
1jeezFfn6ccRfWEUlDT7gO,0.611,0.415,5,-9.457,0,0.0401,0.569,1.62e-05,0.223,0.478,102.958,227579,1,0,0,N
4Is1b37KJY9XVCgzp81FBW,0.725,0.94,5,-2.32,0,0.0435,0.115,0.00431,0.0864,0.905,127.051,208475,3,2,2,N
3nS9a01VvXHQriLqJYwRqG,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,197760,5,4,7,N
1dg3qy5DjoJodawfOCgrTP,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,232048,5,1,1,N
7Cw97917dvg5xm6XMAA4Y2,0.792,0.777,8,-4.402,0,0.0454,0.0455,5.34e-05,0.293,0.696,137.05,170707,3,2,3,N
3y7ByLZ05tluscOTRgEJ9Y,0.804,0.68,0,-3.81,1,0.2,0.458,0.0,0.102,0.62,102.013,217413,5,4,1,N
5NUXE8W12lWcUXgJRCjeEw,0.697,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,203893,2,6,13,N
2dBPk9x4p5tgaEuCl3Ru2Y,0.556,0.785,7,-5.842,1,0.133,0.122,0.0,0.468,0.825,104.978,231813,2,6,13,N
7BwxbmYFy0l3ROHDjV2c14,0.54,0.367,0,-14.238,1,0.0277,0.0367,0.0,0.0433,0.252,70.276,237240,1,0,4,N
23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,2,5,12,N
6TE03cjEXy8JKTvPA8hDfp,0.883,0.55,0,-7.533,1,0.126,0.0245,0.0,0.101,0.364,97.986,232959,5,4,7,N
42EG9CclEoBnRq7X5B7O9j,0.96,0.412,1,-11.281,1,0.607,0.119,0.0,0.0903,0.49,121.027,128926,4,8,10,N
3GmJxfnUDrIs1iCfKUELFz,0.665,0.743,4,-4.434,1,0.0567,0.0604,0.0,0.959,0.658,131.573,147748,2,6,13,N
578DJ4cnjMfcOmVl1XTdTE,0.677,0.897,7,-0.586,0,0.304,0.571,0.163,0.0953,0.474,102.034,153051,4,8,10,N
0blWPYAfbvpRLVHUcmqmmj,0.782,0.807,0,-4.689,0,0.162,0.441,1.34e-06,0.1,0.806,108.056,170302,3,2,2,N
0J3SIAOndpL1MS2Vq2RMQ9,0.533,0.784,8,-6.578,1,0.164,0.0756,0.0,0.126,0.564,92.42,172541,0,1,9,N
0DKen77OXbPxnoPwH2MH63,0.531,0.863,8,-4.082,1,0.114,0.121,0.0,0.123,0.584,120.055,172000,0,1,9,N
3dWpRjCmaHbroNahuSeX11,0.885,0.857,0,-2.279,0,0.204,0.205,0.0,0.671,0.818,90.025,262000,2,6,13,N
2PEo8JQ48mfEv8a2HLqDvt,0.875,0.846,7,-5.276,1,0.0716,0.137,1.15e-05,0.123,0.697,114.981,164046,5,1,1,N
2aPTvyE09vUCRwVvj0I8WK,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,5,1,1,N
0mjAU3yKR1QnXnHtjGJqTM,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,2,6,13,N
0cFlXjTxFdMGGPfLVpt3Wv,0.418,0.402,10,-12.942,1,0.0288,0.226,0.0,0.103,0.601,133.683,216280,1,0,4,N
0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,3,2,3,N
